47.187850452530654,27.561212734746057
47.18831377613423,27.562583222220642
47.18846033684029,27.56496940092005
47.186763044515466,27.560774457025758
47.186077493230805,27.56269453084802
47.18643681776691,27.563480648028875
47.18702307889353,27.564051104744184
47.184635442636775,27.559083957177386
47.182838734635354,27.56023878422259
47.184389580898305,27.564120672602385
47.18503732949087,27.56460764784716
47.185581053969884,27.564127629368418
47.18554322983927,27.56572769088697
47.18154317585598,27.566534678698208
47.182465200833214,27.568336487103878
47.18335411233271,27.569908721517002
